Name,Year,Country,Countries,Category,Gender,Details
Philipp Lenard,1905,Hungary,"Germany, Hungary",Physics,Man,
Phillip A. Sharp,1993,United States,United States,Physiology or Medicine,Man,
Pierre Curie,1903,France,France,Physics,Man,
Pierre-Gilles de Gennes,1991,France,France,Physics,Man,
Pieter Zeeman,1902,Netherlands,Netherlands,Physics,Man,
Polykarp Kusch,1955,Germany,Germany,Physics,Man,
Polykarp Kusch,1955,United States,"Germany, United States",Physics,Man, born in Germany
Pugwash Conferences on Science and World Affairs,1995,Canada,Canada,Peace,Organization,
Pyotr Kapitsa,1978,Russia and Soviet Union,Russia and Soviet Union,Physics,Man,
Rabindranath Tagore,1913,India,India,Literature,Man,
Ragnar Frisch,1969,Norway,Norway,Economics,Man,
Ragnar Granit,1967,Finland,Finland,Physiology or Medicine,Man," born in the Grand Duchy of Finland,  a part of the Russian Empire in 1809–1917"
Ragnar Granit,1967,Sweden,"Finland, Sweden",Physiology or Medicine,Man," born in the Grand Duchy of Finland,  then a part of Russia"
Rainer Weiss,2017,Germany,Germany,Physics,Man,
Rainer Weiss,2017,United States,"Germany, United States",Physics,Man, born in Germany
Ralph J. Bunche,1950,United States,United States,Peace,Man,
Ralph M. Steinman,2011,Canada,Canada,Physiology or Medicine,Man,
Ralph M. Steinman,2011,United States,"Canada, United States",Physiology or Medicine,Man, born in Canada
Randy Schekman,2013,United States,United States,Physiology or Medicine,Man,
Raymond Davis Jr.,2002,United States,United States,Physics,Man,
Reinhard Selten,1994,Germany,Germany,Economics,Man,
Renato Dulbecco,1975,Italy,Italy,Physiology or Medicine,Man,
Renato Dulbecco,1975,United States,"Italy, United States",Physiology or Medicine,Man, born in Italy
René Cassin,1968,France,France,Peace,Man,
Riccardo Giacconi,2002,Italy,Italy,Physics,Man,
Riccardo Giacconi,2002,United States,"Italy, United States",Physics,Man, born in Italy
Richard Adolf Zsigmondy,1925,Austria,Austria,Chemistry,Man,
Richard Adolf Zsigmondy,1925,Hungary,"Austria, Hungary",Chemistry,Man,
Richard Axel,2004,United States,United States,Physiology or Medicine,Man,
Richard E. Smalley,1996,United States,United States,Chemistry,Man,
Richard E. Taylor,1990,Canada,Canada,Physics,Man,
Richard F. Heck,2010,United States,United States,Chemistry,Man,
Richard H. Thaler,2017,United States,United States,Economics,Man,
Richard Henderson,2017,United Kingdom,United Kingdom,Chemistry,Man,
Richard J. Roberts,1993,United Kingdom,United Kingdom,Physiology or Medicine,Man,
Richard Kuhn,1938,Austria,Austria,Chemistry,Man,
Richard Kuhn,1938,Germany,"Austria, Germany",Chemistry,Man," born in Austria-Hungary,  now Austria"
Richard Laurence Millington Synge,1952,United Kingdom,United Kingdom,Chemistry,Man,
Richard P. Feynman,1965,United States,United States,Physics,Man,
Richard R. Ernst,1991,Switzerland,Switzerland,Chemistry,Man,
Richard R. Schrock,2005,United States,United States,Chemistry,Man,
Richard Stone,1984,United Kingdom,United Kingdom,Economics,Man,
Richard Willstätter,1915,Germany,Germany,Chemistry,Man,
Rigoberta Menchú,1992,Guatemala,Guatemala,Peace,Woman,
Rita Levi-Montalcini,1986,Italy,Italy,Physiology or Medicine,Woman,"Born in Italy, worked in the US"
Rita Levi-Montalcini,1986,United States,"Italy, United States",Physiology or Medicine,Woman,"Born in Italy, worked in the US"
Roald Hoffmann,1981,Poland,Poland,Chemistry,Man, born in Złoczów Poland (now in Ukraine)
Roald Hoffmann,1981,Ukraine,"Poland, Ukraine",Chemistry,Man," born in then Poland (Second Polish Republic),  now Ukraine"
Roald Hoffmann,1981,United States,"Poland, Ukraine, United States",Chemistry,Man," born in then Poland,  now Ukraine"
Robert A. Millikan,1923,United States,United States,Physics,Man,
Robert Aumann,2005,Israel,Israel,Economics,Man," born in Germany,  moved to Israel from America"
Robert Aumann,2005,United States,"Israel, United States",Economics,Man, as an Israeli citizen
Robert B. Laughlin,1998,United States,United States,Physics,Man,
Robert B. Woodward,1965,United States,United States,Chemistry,Man,
Róbert Bárány,1914,Austria,Austria,Physiology or Medicine,Man,
Róbert Bárány,1914,Hungary,"Austria, Hungary",Physiology or Medicine,Man, born in Austria
Robert C. Merton,1997,United States,United States,Economics,Man,
Robert C. Richardson,1996,United States,United States,Physics,Man,
Robert Cecil,1937,United Kingdom,United Kingdom,Peace,Man, 1st Viscount Cecil of Chelwood
Robert F. Curl Jr.,1996,United States,United States,Chemistry,Man,
Robert F. Engle,2003,United States,United States,Economics,Man,
Robert F. Furchgott,1998,United States,United States,Physiology or Medicine,Man,
Robert G. Edwards,2010,United Kingdom,United Kingdom,Physiology or Medicine,Man,
Robert H. Grubbs,2005,United States,United States,Chemistry,Man,
Robert Hofstadter,1961,United States,United States,Physics,Man,
Robert Huber,1988,Germany,Germany,Chemistry,Man,
Robert J. Lefkowitz,2012,United States,United States,Chemistry,Man,
Robert J. Shiller,2013,United States,United States,Economics,Man,
Robert Koch,1905,Germany,Germany,Physiology or Medicine,Man,
Robert Lucas Jr.,1995,United States,United States,Economics,Man,
Robert M. Solow,1987,United States,United States,Economics,Man,
Robert Mundell,1999,Canada,Canada,Economics,Man,
Robert Robinson,1947,United Kingdom,United Kingdom,Chemistry,Man,
Robert S. Mulliken,1966,United States,United States,Chemistry,Man,
Robert Schrieffer,1972,United States,United States,Physics,Man,
Robert W. Fogel,1993,United States,United States,Economics,Man,
Robert W. Holley,1968,United States,United States,Physiology or Medicine,Man,
Robert Woodrow Wilson,1978,United States,United States,Physics,Man,
Roderick MacKinnon,2003,United States,United States,Chemistry,Man,
Rodney Robert Porter,1972,United Kingdom,United Kingdom,Physiology or Medicine,Man,
Roger B. Myerson,2007,United States,United States,Economics,Man,
Roger D. Kornberg,2006,United States,United States,Chemistry,Man,
Roger Guillemin,1977,France,France,Physiology or Medicine,Man,
Roger Guillemin,1977,United States,"France, United States",Physiology or Medicine,Man, born in France
Roger Martin du Gard,1937,France,France,Literature,Man,
Roger W. Sperry,1981,United States,United States,Physiology or Medicine,Man,
Roger Yonchien Tsien,2008,United States,United States,Chemistry,Man,
Rolf M. Zinkernagel,1996,Switzerland,Switzerland,Physiology or Medicine,Man,
Rolf Zinkernagel,1996,Australia,Australia,Physiology or Medicine,Man,
Romain Rolland,1915,France,France,Literature,Man,
Ronald Coase,1991,United Kingdom,United Kingdom,Economics,Man, based in the United States
Ronald Coase,1991,United States,"United Kingdom, United States",Economics,Man, born in the United Kingdom
Ronald George Wreyford Norrish,1967,United Kingdom,United Kingdom,Chemistry,Man,
Ronald Ross,1902,India,India,Physiology or Medicine,Man,
Ronald Ross,1902,United Kingdom,"India, United Kingdom",Physiology or Medicine,Man, born in India
Rosalyn Sussman Yalow,1977,United States,United States,Physiology or Medicine,Woman,
Roy J. Glauber,2005,United States,United States,Physics,Man,
Rudolf Christoph Eucken,1908,Germany,Germany,Literature,Man,
Rudolf Mössbauer,1961,Germany,Germany,Physics,Man,
Rudolph A. Marcus,1992,Canada,Canada,Chemistry,Man,
Rudolph A. Marcus,1992,United States,"Canada, United States",Chemistry,Man, born in Canada
Rudyard Kipling,1907,India,India,Literature,Man,
Rudyard Kipling,1907,United Kingdom,"India, United Kingdom",Literature,Man, born in India
Russell A. Hulse,1993,United States,United States,Physics,Man,
Ryōji Noyori,2001,Japan,Japan,Chemistry,Man,
Saint-John Perse,1960,France,France,Literature,Man,
Salvador Luria,1969,Italy,Italy,Physiology or Medicine,Man,
Salvador Luria,1969,United States,"Italy, United States",Physiology or Medicine,Man, born in Italy
Salvatore Quasimodo,1959,Italy,Italy,Literature,Man,
Samuel Beckett,1969,Ireland,Ireland,Literature,Man,
Samuel C. C. Ting,1976,"Taiwan (China, Republic of)","Taiwan (China, Republic of)",Physics,Man,
Samuel C. C. Ting,1976,United States,"Taiwan (China, Republic of), United States",Physics,Man,
Santiago Ramón y Cajal,1906,Spain,Spain,Physiology or Medicine,Man,
Satoshi Ōmura,2015,Japan,Japan,Physiology or Medicine,Man,
Saul Bellow,1976,Canada,Canada,Literature,Man,
Saul Bellow,1976,United States,"Canada, United States",Literature,Man, born in Canada
Saul Perlmutter,2011,United States,United States,Physics,Man,
Séamus Heaney,1995,Ireland,Ireland,Literature,Man,
Seán MacBride,1974,France,France,Peace,Man,
Seán MacBride,1974,Ireland,"France, Ireland",Peace,Man, born in France
Selma Lagerlöf,1909,Sweden,Sweden,Literature,Woman,
Selman A. Waksman,1952,Ukraine,Ukraine,Physiology or Medicine,Man,
Selman A. Waksman,1952,United States,"Ukraine, United States",Physiology or Medicine,Man," born in then Russian Empire,  now Ukraine"
Serge Haroche,2012,France,France,Physics,Man," born in Morocco,  then under French protectorate"
Severo Ochoa,1959,Spain,Spain,Physiology or Medicine,Man,
Severo Ochoa,1959,United States,"Spain, United States",Physiology or Medicine,Man, born in Spain
Sheldon Glashow,1979,United States,United States,Physics,Man,
Shimon Peres,1994,Israel,Israel,Peace,Man," born in Poland,  now Belarus"
Shimon Peres,1994,Poland,"Israel, Poland",Peace,Man, as an Israeli citizen
Shinya Yamanaka,2012,Japan,Japan,Physiology or Medicine,Man,
Shirin Ebadi,2003,Iran,Iran,Peace,Woman,
Shmuel Yosef Agnon,1966,Israel,Israel,Literature,Man," born in Austria-Hungary,  now Ukraine"
Shmuel Yosef Agnon,1966,Ukraine,"Israel, Ukraine",Literature,Man,
Shuji Nakamura,2014,Japan,Japan,Physics,Man,
Shuji Nakamura,2014,United States,"Japan, United States",Physics,Man, born in Japan
Sidney Altman,1989,Canada,Canada,Chemistry,Man,
Sidney Altman,1989,United States,"Canada, United States",Chemistry,Man, born in Canada
Sigrid Undset,1928,Norway,Norway,Literature,Woman,
Simon Kuznets,1971,Russia and Soviet Union,Russia and Soviet Union,Economics,Man, now Belarus
Simon Kuznets,1971,United States,"Russia and Soviet Union, United States",Economics,Man," born in then Russia,  now Belarus"
Simon van der Meer,1984,Netherlands,Netherlands,Physics,Man,
Sinclair Lewis,1930,United States,United States,Literature,Man,
Sin-Itiro Tomonaga,1965,Japan,Japan,Physics,Man,
Sir Frank Macfarlane Burnet,1960,Australia,Australia,Physiology or Medicine,Man,
Sir Martin J. Evans,2007,United Kingdom,United Kingdom,Physiology or Medicine,Man,
Stanford Moore,1972,United States,United States,Chemistry,Man,
Stanley B. Prusiner,1997,United States,United States,Physiology or Medicine,Man,
Stanley Cohen,1986,United States,United States,Physiology or Medicine,Man,
Stefan Hell,2014,Germany,Germany,Chemistry,Man, born in Romania
Stefan Hell,2014,Romania,"Germany, Romania",Chemistry,Man,
Steven Chu,1997,United States,United States,Physics,Man,
Steven Weinberg,1979,United States,United States,Physics,Man,
Subrahmanyan Chandrasekhar,1983,India,India,Physics,Man,
Subrahmanyan Chandrasekhar,1983,United States,"India, United States",Physics,Man, born in India
Sully Prudhomme,1901,France,France,Literature,Man,
Sune Bergström,1982,Sweden,Sweden,Physiology or Medicine,Man,
Susumu Tonegawa,1987,Japan,Japan,Physiology or Medicine,Man,
Svante Arrhenius,1903,Sweden,Sweden,Chemistry,Man,
Svetlana Alexievich,2015,Belarus,Belarus,Literature,Woman,"Born in Ukraine, worked in Belarus"
Svetlana Alexievich,2015,Ukraine,"Belarus, Ukraine",Literature,Woman,"Born in Ukraine, worked in Belarus"
Sydney Brenner,2002,South Africa,South Africa,Physiology or Medicine,Man,
Sydney Brenner,2002,United Kingdom,"South Africa, United Kingdom",Physiology or Medicine,Man, born in South Africa
Sydney Brenner,2002,United States,"South Africa, United Kingdom, United States",Physiology or Medicine,Man, born in South Africa
T. S. Eliot,1948,United Kingdom,United Kingdom,Literature,Man, born in the United States
T. S. Eliot,1948,United States,"United Kingdom, United States",Literature,Man,
Tadeusz Reichstein,1950,Poland,Poland,Physiology or Medicine,Man, born in Congress Poland (Russian Empire)
Tadeusz Reichstein,1950,Switzerland,"Poland, Switzerland",Physiology or Medicine,Man,
Takaaki Kajita,2015,Japan,Japan,Physics,Man,
Tasuku Honjo,2018,Japan,Japan,Physiology or Medicine,Man,
Tawakkol Karman,2011,Yemen,Yemen,Peace,Woman,
Theodor Kocher,1909,Switzerland,Switzerland,Physiology or Medicine,Man,
Theodor Mommsen,1902,Germany,Germany,Literature,Man, born in Duchy of Schleswig
Theodor Svedberg,1926,Sweden,Sweden,Chemistry,Man,
Theodor W. Hänsch,2005,Germany,Germany,Physics,Man,
Theodore Roosevelt,1906,United States,United States,Peace,Man,
Theodore Schultz,1979,United States,United States,Economics,Man,
Theodore W. Richards,1914,United States,United States,Chemistry,Man,
Thomas A. Steitz,2009,United States,United States,Chemistry,Man,
Thomas C. Südhof,2013,Germany,Germany,Physiology or Medicine,Man,
Thomas C. Südhof,2013,United States,"Germany, United States",Physiology or Medicine,Man, born in Germany
Thomas H. Morgan,1933,United States,United States,Physiology or Medicine,Man,
Thomas H. Weller,1954,United States,United States,Physiology or Medicine,Man,
Thomas J. Sargent,2011,United States,United States,Economics,Man,
Thomas Mann,1929,Germany,Germany,Literature,Man,
Thomas R. Cech,1989,United States,United States,Chemistry,Man,
Thomas Schelling,2005,United States,United States,Economics,Man,
Tim Hunt,2001,United Kingdom,United Kingdom,Physiology or Medicine,Man,
Tjalling C. Koopmans,1975,Netherlands,Netherlands,Economics,Man,
Tjalling C. Koopmans,1975,United States,"Netherlands, United States",Economics,Man, born in the Netherlands
Tobias Asser,1911,Netherlands,Netherlands,Peace,Man,
Tomas Lindahl,2015,Sweden,Sweden,Chemistry,Man,
Tomas Lindahl,2015,United Kingdom,"Sweden, United Kingdom",Chemistry,Man, born in Sweden
Tomas Tranströmer,2011,Sweden,Sweden,Literature,Man,
Toni Morrison,1993,United States,United States,Literature,Woman,
Torsten Wiesel,1981,Sweden,Sweden,Physiology or Medicine,Man,
Toshihide Maskawa,2008,Japan,Japan,Physics,Man,
Trygve Haavelmo,1989,Norway,Norway,Economics,Man,
Tsung-Dao Lee,1957,"China, Republic of","China, Republic of",Physics,Man,
Tsung-Dao Lee,1957,United States,"China, Republic of, United States",Physics,Man, born in China
Tu Youyou,2015,"China, People's Republic of",China,Physiology or Medicine,Woman,
Tunisian National Dialogue Quartet,2015,Tunisia,Tunisia,Peace,Organization,
Ulf von Euler,1970,Sweden,Sweden,Physiology or Medicine,Man,
V. S. Naipaul,2001,Trinidad and Tobago,Trinidad and Tobago,Literature,Man,
V. S. Naipaul,2001,United Kingdom,"Trinidad and Tobago, United Kingdom",Literature,Man, born in Trinidad
Val Fitch,1980,United States,United States,Physics,Man,
Venkatraman Ramakrishnan,2009,India,India,Chemistry,Man,
Venkatraman Ramakrishnan,2009,United States,"India, United States",Chemistry,Man, born in India
Vernon L. Smith,2002,United States,United States,Economics,Man,
Vicente Aleixandre,1977,Spain,Spain,Literature,Man,
Victor Francis Hess,1936,Austria,Austria,Physics,Man,
Victor Grignard,1912,France,France,Chemistry,Man,
Vincent du Vigneaud,1955,United States,United States,Chemistry,Man,
Vitaly Ginzburg,2003,Russia and Soviet Union,Russia and Soviet Union,Physics,Man,
Vladimir Prelog,1975,Bosnia and Herzegovina,Bosnia and Herzegovina,Chemistry,Man," Ethnic Croat and national born in Condominium of Bosnia and Herzegovina,  Austro-Hungarian Empire (now Bosnia and Herzegovina)"
Vladimir Prelog,1975,Croatia,"Bosnia and Herzegovina, Croatia",Chemistry,Man," Ethnic Croat and national born in Condominium of Bosnia and Herzegovina,  Austro-Hungarian Empire (now Bosnia and Herzegovina)"
Vladimir Prelog,1975,Switzerland,"Bosnia and Herzegovina, Croatia, Switzerland",Chemistry,Man," born in Austria-Hungary,  now Bosnia-Herzegovina"
W. Arthur Lewis,1979,Saint Lucia,Saint Lucia,Economics,Man,
W. Arthur Lewis,1979,United Kingdom,"Saint Lucia, United Kingdom",Economics,Man, Born on St.  Lucia
W. B. Yeats,1923,Ireland,Ireland,Literature,Man,
Walter Gilbert,1980,United States,United States,Chemistry,Man,
Walter H. Brattain,1956,United States,United States,Physics,Man, Born in China
Walter Kohn,1998,Austria,Austria,Chemistry,Man,
Walter Kohn,1998,United States,"Austria, United States",Chemistry,Man, Born in Austria
Walter Rudolf Hess,1949,Switzerland,Switzerland,Physiology or Medicine,Man,
Walther Bothe,1954,Germany,Germany,Physics,Man,
Walther Nernst,1920,Germany,Germany,Chemistry,Man,
Wangari Maathai,2004,Kenya,Kenya,Peace,Woman,
Wassily Leontief,1973,United States,United States,Economics,Man, Born in Germany
Wendell M. Stanley,1946,United States,United States,Chemistry,Man,
Werner Arber,1978,Switzerland,Switzerland,Physiology or Medicine,Man,
Werner Forssmann,1956,Germany,Germany,Physiology or Medicine,Man,
Werner Karl Heisenberg,1932,Germany,Germany,Physics,Man,
Wilhelm Conrad Röntgen,1901,Germany,Germany,Physics,Man,
Wilhelm Ostwald,1909,Germany,Germany,Chemistry,Man," Born in Russia,  now Latvia"
Wilhelm Wien,1911,Germany,Germany,Physics,Man,
Willard F. Libby,1960,United States,United States,Chemistry,Man,
Willard S. Boyle,2009,Canada,Canada,Physics,Man,
Willard S. Boyle,2009,United States,"Canada, United States",Physics,Man, Born in Canada
Willem Einthoven,1924,Netherlands,Netherlands,Physiology or Medicine,Man,
William A. Fowler,1983,United States,United States,Physics,Man,
William B. Shockley,1956,United States,United States,Physics,Man,
William C. Campbell,2015,Ireland,Ireland,Physiology or Medicine,Man,
William C. Campbell,2015,United States,"Ireland, United States",Physiology or Medicine,Man, Born in Ireland
William D. Phillips,1997,United States,United States,Physics,Man,
William E. Moerner,2014,United States,United States,Chemistry,Man,
William F. Sharpe,1990,United States,United States,Economics,Man,
William Faulkner,1949,United States,United States,Literature,Man,
William Giauque,1949,Canada,Canada,Chemistry,Man,
William Giauque,1949,United States,"Canada, United States",Chemistry,Man, Born in Canada
William Golding,1983,United Kingdom,United Kingdom,Literature,Man,
William H. Stein,1972,United States,United States,Chemistry,Man,
William Henry Bragg,1915,United Kingdom,United Kingdom,Physics,Man,
William Kaelin Jr.,2019,United States,United States,Physiology or Medicine,Man,
William Lawrence Bragg,1915,Australia,Australia,Physics,Man,
William Lawrence Bragg,1915,United Kingdom,"Australia, United Kingdom",Physics,Man, Born in Australia
William Lipscomb,1976,United States,United States,Chemistry,Man,
William Nordhaus,2018,United States,United States,Economics,Man,
William P. Murphy,1934,United States,United States,Physiology or Medicine,Man,
William Ramsay,1904,United Kingdom,United Kingdom,Chemistry,Man,
William Randal Cremer,1903,United Kingdom,United Kingdom,Peace,Man,
William S. Knowles,2001,United States,United States,Chemistry,Man,
William Vickrey,1996,Canada,Canada,Economics,Man,
William Vickrey,1996,United States,"Canada, United States",Economics,Man, Born in Canada
Willis E. Lamb,1955,United States,United States,Physics,Man,
Willy Brandt,1971,Germany,Germany,Peace,Man,
Winston Churchill,1953,United Kingdom,United Kingdom,Literature,Man,
Wisława Szymborska,1996,Poland,Poland,Literature,Woman,
Władysław Reymont,1924,Poland,Poland,Literature,Man, Born in Congress Poland (Russian Empire)
Władysław Reymont,1924,Russia and Soviet Union,"Poland, Russia and Soviet Union",Literature,Man, Born in Congress Poland (Russian Empire)
Wole Soyinka,1986,Nigeria,Nigeria,Literature,Man,
Wolfgang Ketterle,2001,Germany,Germany,Physics,Man,
Wolfgang Paul,1989,Germany,Germany,Physics,Man,
Wolfgang Pauli,1945,Austria,Austria,Physics,Man,
Woodrow Wilson,1919,United States,United States,Peace,Man,
Yasser Arafat,1994,Palestine,Palestine,Peace,Man," Born in Cairo,  Egypt"
Yasunari Kawabata,1968,Japan,Japan,Literature,Man,
Yitzhak Rabin,1994,Israel,Israel,Peace,Man,
Yoichiro Nambu,2008,Japan,Japan,Physics,Man,
Yoichiro Nambu,2008,United States,"Japan, United States",Physics,Man, Born in Japan
Yoshinori Ohsumi,2016,Japan,Japan,Physiology or Medicine,Man,
Yuan T. Lee,1986,"Taiwan (China, Republic of)","Taiwan (China, Republic of)",Chemistry,Man,
Yuan T. Lee,1986,United States,"Taiwan (China, Republic of), United States",Chemistry,Man, Born in Taiwan
Yves Chauvin,2005,France,France,Chemistry,Man,
Zhores Alferov,2000,Belarus,Belarus,Physics,Man,
Zhores Alferov,2000,Russia and Soviet Union,"Belarus, Russia and Soviet Union",Physics,Man," Born in then Soviet Union,  now Belarus"
